,target,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0,1,-0.355322009343,1.20412138437,1.89829419238,-0.386676466275,-0.242632357234,-1.66330494357,0.733759301806,1.45518613987,0.72565952587,1.06861593237
1,1,1.01278489481,-2.51254167569,-0.749331098494,1.8866266703,0.137889133952,0.0597537551977,-0.825118658826,-0.538698333672,-1.85919310655,0.392179186663
2,1,-0.480526582959,-1.47367762406,0.0417681957481,-0.820928246764,-1.35656513256,-1.10366068285,-0.949627152908,0.773787318975,-1.58893789918,-0.205213966394
3,0,-1.26094370041,0.302128053192,0.579096839769,0.784345373131,-0.78519559109,-1.16240089905,-0.889909633952,-0.84442085379,1.18909769034,0.48694792597
4,1,2.85503466205,0.996117734212,1.05393417917,0.459757200191,-0.603100187877,-0.485763815711,1.17457426749,-0.13002366646,1.84561117167,-0.418166013871
5,1,0.0906841253023,-1.2527348118,-0.0694566696523,-0.717863145933,0.281482759212,-1.16024537265,-0.760846656003,0.362387091689,-2.83440285591,-0.832264466039
6,1,0.60218957877,-1.59417960967,-1.16283189593,1.10861823617,-1.41965497384,-0.191237764586,-0.120754875783,0.648086760249,0.495542784608,1.04132485975
7,1,-1.86829629542,-0.194423759344,-1.1308189331,-0.563168740828,2.26768787874,-0.193271883807,1.12853599249,0.152683770777,-0.0892859299912,-0.0695086026405
8,1,0.348156179552,-0.87299474211,-0.229125962249,1.19932137815,-0.59785053903,0.654968979667,-0.768918798432,-0.543517175388,-2.47953020461,0.43512743921
9,1,-1.55251545173,-0.280124797809,1.57941887942,1.30662026792,0.827294351211,-0.741033926569,-1.05305729609,0.709100671561,0.133018497228,0.259980409562
10,1,-1.86479984349,0.843020524937,0.370531778789,-1.51437309883,-0.780361293537,-1.06152900078,0.751356316086,0.49839478641,-0.212106800315,1.88113274765
11,0,2.13489371908,-0.411289529384,0.467350157602,-0.816735380741,0.201435684882,0.351788313185,0.239939262906,-0.344271611069,-0.166366363947,-0.491941330447
12,0,0.853901715078,1.2086423798,1.47413720885,0.100056995617,0.703325925683,0.823353348638,0.934353294419,-0.204585374806,-0.934872082854,-1.01848460405
13,1,-1.18055312168,-0.336692986174,0.086737563643,1.11029979752,0.960501198247,-0.410557052022,-1.72507235772,0.906724370057,-0.319401481376,-1.37680544154
14,0,-1.22121520099,0.324093710581,-0.70355924907,0.805583308924,0.96552606826,0.905738825844,0.309149752399,0.763962070622,1.15201379208,-0.584352115892
15,0,-0.0713773236577,-1.21931194567,-0.592304298268,-0.132346659486,-1.14619414793,1.2300327102,-0.0249091770616,1.53483035602,-0.560521966827,0.96521836821
